Author,Title,Content,Views
Fábio Afonso de Almeida,Sebastiana e a Pedrap,"Todo o dia que amanhece
Com chuva ou com sol, sempre acontece
Sebastiana devagarinho, como um anjo
Chega `a  nascente da água mineral

Rác, rác, rác, rác
Sebastiana raspa o pé na pedra
O pé raspa a pedra de Sebastiana
(Será que a pedra tem espírito?)

Sebastiana, sim, tem a pedra preferida
Áspera, redonda e oferecida
Pedaço de rocha primitiva e úmida
De uma razão qualquer que desconheço

Testemunho o encontro todos os dias
Nas brumas das manhãs tão frias
E fico cismando, como de hábito
Sobre fatos pretéritos e misteriosos

Quando na terra primeva do planalto central
Entre raios e abalos sísmicos de força brutal
Feios dinossauros passearam pelo parque
E a água fria brotou da rocha

Cristalina e pura, correu por milhões de anos
No santuário mágico do poço dos anjos
Alvoradas e arrebóis sem conta se sucederam
O tempo hipnotizado se liquefez em eras...

No fundo do poço desde sempre e agora
A pedra, fico pensando, esperou a hora
De passar a magia destas eras
A quem, no fundo, sempre soubesse

Alguém como Sebastiana, de outras vidas
(Imagino que tão antigas e sofridas)
Para trazer a manhã sempre calma
Deste suceder infinito, presente para mim

Sebastiana rala o pé na pedra
O pé rala a pedra de Sebastiana
O tempo vira água pura e pedra
Como se não existisse
Ou como se fosse Sebastiana...

Rác, rác, rác, rác....

",3988
Elisabeth Veiga,Enigma,"Malícia, fidúcia:
as unhas pintadas de mel.

E o vestido da nudez oculta
a velhice da alma.

Verdes mares longínquos
da mocidade: ressaca
de vinho tinto.

Que punhal é esse que não vejo
e usas, de súbito
e engulo,
e com uma cobra por echarpe
sirvo a mesa
de luto:
não sou a mesma.  E quem és?

Quem és?  Responde
com a tua inocência de um tiro.
Em que bolso estava
quem eu vejo?
Mas tão depressa que parece nada.

A mesa é a mesma:
é madeira sem surpresa.
O que é servido evapora.
Quem eras?

",1135
Paulo Lopes da Silva,Haicai,"Metamorfose

A lagarta preta
Batendo as asas, se erguendo
Vira borboleta.

Apelo à natureza

Que o clima sagrado
Cresça o fruto e o amadureça
Bem adocicado!

",1354
Truck Tumleh,Poeta,"Eu sou o poeta...
Talvez diferente de muitos
Já conhecido por você,
Mas eu sou poeta...
Aquele que não fala ou fala...
Aquele que não olha ou olha...

É eu sou poeta...
No centro olhando os cantos
Em um dos cantos
Vendo o centro
E os outros cantos.

Felizmente eu sou poeta....
Não me cobre por isto.

Nasce uma flor...Nasce um pássaro...
Nasce uma criança...
E tudo surge:
A água, o vento e o poeta...
Eu sou a poesia

",1828
José Gelbcke,Branca,"Noiva, deixa beijar as tuas mãos pequenas,
Nascidas para estar em regalos de arminho;
São mais alvas, talvez, que o teu leque de penas
E mais puras, eu sei, do que as sedas dum ninho.

Sou mendigo de amor, elas são Madalenas,
Feitas só para andar de carinho em carinho.
Vamos juntos partir pelo mesmo caminho,
De pousadas em flor, de tapiz de açucenas.

Ao tirá-las assim dentre rendas e plumas,
Julgo ver repetir-se a apoteose do belo,
Anfitrite surgindo outra vez das espumas.

Hóstias brancas de amor, deixa agora beijá-las,
Mãos gentis que eu adoro e entre as minhas anelo
Flor de neve polar, lélia ebúrnea das salas.

",1141
José Eduardo Mendes Camargo,Llegaste,"Llegaste con ese modo de niña mujer
cuerpo hermoso, andar elegante
y gestos llenos de encanto.
Llegaste con una mirada de pena,
momentos de ausencia e intensa presencia.
Llegaste con ese modo franco,
suave, esparciendo y despertando
afecto y cariño.
Llegaste con ese dulce olor,
piel suave y voluptuosos labios.
Llegaste como si regresaras
de una larga ausencia
sembrada de los mejores recuerdos.

Leia Llegaste em Português

",8861
João Manuel Simões,Diálogo Comigo,"Falo comigo, falo.
Mas só me escuto quando,
em silêncio pensando,
me calo.

O que diz minha boca?
Mentira vã, sonora?
Tudo o que digo agora,
sufoca.

Ânsia íntima, larga,
de seguir só e mudo.
Tudo o que conto, tudo
amarga.

Minha voz de ontem brota
de um legendário hoje.
Subitamente foge,
ignota.

Quem serei?  Desconheço.
Se chegar a sabê-lo,
a ninguém o revelo:
esqueço.

",1307
José de Paula Ramos Jr.,A um Poeta,"para Frederico Barbosa
Agudo pensamento, coração preclaro,
o poeta
cata um grão esconso
no labirinto nada.
O poeta
a palavra vela
e o signo rala
na linha vasa:
muda geometria.
Eis, súbito, um projétil,
que não falha,
a língua tesa prepara.
O poeta,
zarabatana calada,
no silêncio do rigor,
raro artefato dispara.

",2786
Lígia Diniz,Meus Filhos,"Fechei a porta
Finalmente o vento parou de bater
O monstro alado parou de lutar
Fechei a porta no último minuto
Nem precisei usar força
Talvez nem mesmo a tenha fechado
Ela se fechou sozinha
Como quando o vento muda de direção.

Saí para ver o céu
Finalmente a chuva parou de cair
As gotas grossas pararam de me machucar
Saí para ver o céu no último dia
Nem precisei esperar
Talvez nem mesmo tenha saído
O céu entrou em mim
Como quando fechamos os olhos e ainda vemos a luz.

",2865
Sosigenes Costa,do poema longo Iararana,"Esse bicho da Oropa tinha parte com o diabo.
Esse bicho da Oropa foi o diabo neste rio
 
Ele fez guerra com espingarda aos cabocos do mato
 
tinha corpo de cavalo e andava de quatro pés
 
Mas ele dava na gente de taca e facão
e ensinou a gente a tirar broto de cacau
e o cacau desbrotado ficou parrudo
e bonitão como danado.
 
(Roda)
 
E o cacau foi chamado o alimento do céu,
a baba-de-moça comida na lua.
E o cacau ficou na coroa da lua,
e os meninos fizeram a roda na rua,
pedindo à lua manjar do céu.
 
         Carinha de anjo,
         moça do céu,
         bença, dindinha,
         me dê chá do céu,
         me dê chocolate,
         me dê bombom,
         baba de lua
         com manuê.
 
         Chá de santinho
         me dê me dê,
         café de anjo
         me dê me dê.
 
Dindinha, lua,
carinha de anjo,
me dê chá da lua
mais uma broa
pra meu pintinho
que saiu do ovo
que pinta pôs,
vestido de pelo
como um morcego,
feito uma poncã
de pó-de-arroz.
 
Me dê chocolate,
me dê bombom,
a teobroma
de seu Linneu.
 
A lua batiza
menino que nasce
depois que o cavalo
andou na lua
botando aquilo
que faz bombom.
 
         E o retrato do cavalo ficou na lua
         e ainda se vê o bichão na lua
         que está redonda como um botão.
         Não é S. Jorge que está na lua.
         Quem está na lua é aquele bichão.
 
 ",10259
Jorge Luis Borges,Al triste,"Ahí está lo que fue: la terca espada del sajón y su métrica de hierro, los mares y las islas del destierro del hijo de Laertes, la dorada luna del persa y los sin fin jardines de la filosofía y de la historia, el oro sepulcral de la memoria y en la sombra el olor de los jazmines. Y nada de eso importa. El resignado ejercicio del verso no te salva ni las aguas del sueño ni la estrella que en la arrasada noche olvida el alba. Una sola mujer es tu cuidado, igual a las demás, pero que es ella.Jorge Luis Borges | ""Poesia Completa"", pág. 363 | Debolsillo, 3ª. edição, 2016",192972
Jorge Luis Borges,Al espejo,"¿Por qué persistes, incesante espejo?¿Por qué duplicas, misterioso hermano,el movimiento de mi mano?¿Por qué en la sombra el súbito reflejo?Eres el otro yo de que habla el griegoy acechas desde siempre. En la tersuradel agua incierta o del cristal que durame buscas y es inútil estar ciego.El hecho de no verte y de sabertete agrega horror, cosa de magia que osasmultiplicar la cifra de las cosasque somos y que abarcan nuestra suerte.Cuando esté muerto, copiarás a otroy luego a otro, a otro, a otro, a otro...Jorge Luis Borges | ""Poesia Completa"", pág. 420 | Debolsillo, 3ª. edição, 2016",192973
Jorge Luis Borges,Un sueño,"En un desierto lugar del Irán hay una no muy alta torre de piedra, sin puerta ni ventana. En la única habitación (cuyo piso es de tierra y que tiene la forma del círculo) hay una mesa de madera y un banco. En esa celda circular, un hombre que se parece a mí escribe en caracteres que no comprendo un largo poema sobre un hombre que en otra celda circular escribe un poema sobre un hombre que en otra celda circular... El proceso no tiene fin y nadie podrá jamás leer lo que los prisioneros escriben.Jorge Luis Borges | ""Poesia Completa"", pág. 558 | Debolsillo, 3ª. edição, 2016",192974
Nuno Júdice,Memória,"Lembro uma respiração apressada,uns olhos que se fecham quando o céu se abre,penas caídas numa corrente de palavras,um bater de asas num erguer de braços,o sol posto num fechar de pálpebras,e o sol que nasce num abrir de olhos;os cabelos soltos nos ombrosem ondas de um mar de setembro,os lábios que suspendem o murmúrioà passagem de um rio sem margem,o riso que se espera e sonhana boca onde a tarde perdura;lembro o que é tão vivoque já a vida o levou:mão pousada e leveno ramo que a ave deixouao ver, tão breve,o amor que ali ficou.Nuno Júdice | ""A pura inscrição do amor"", pág. 102 | Publicações Dom Quixote, 1ª. edição. Jan. 2018",224117
Jorge Luis Borges,Elegía de la patria,"De hierro, no de oro, fue la aurora. La forjaron un puerto y un desierto, unos cuantos señores y el abierto ámbito elemental de ayer y ahora.Vino después la guerra con el godo. Siempre el valor y siempre la victoria. El Brasil y el tirano. Aquella historia desenfrenada. El todo por el todo.Cifras rojas de los aniversarios, pompas del mármol, arduos monumentos, pompas de la palabra, parlamentos,centenarios y sesquicentenarios, son la ceniza apenas, la soflama de los vestigios de esa antigua llama.Jorge Luis Borges | ""Poesia Completa"", pág. 441 | Debolsillo, 3ª. edição, 2016",192975
Ruy Belo,A rapariga de Cambridge,"Queria conhecer intimamente conhecer a rapariga anónima estendida no relvadoao sol distante de um colégio de cambridgePerdida na distância nem sei bemse é uma mulher se raparigamais uma das amadas raparigasSei apenas que lê não sei o quêe é simples objecto recortadona margem verde intensamente verdeapós a água mansa que reflecte os edifíciosUrgente é conhecer aquela que só veio num postalmandado por alguém que certamente não sabiao que essa rapariga ao sol para mim significariaEla devia saber um português profundíssimoou talvez as coisas que eu tinha para lhe dizeras conseguisse de repente dizer num inglêsque fosse a melhor parte de mimDefinitivamente todo este dia-a-diacontra o qual esmago a minha melhor lançacomo que um sobressalto passariaO meu reino pela rapariga de cambridgeSe eu a conhecesse mas no momento da fotografiasentindo agora o que à distância sintopode dizer-se que seria felizSó assim o seria finalmentehá uma força obscura que mo diz.Ruy Belo | ""Obra Poética de Ruy Belo"" - Vol. 1, pág. 157 | Editorial Presença Lda., 1984",308061
João Apolinário,ecologia lírica,A incógnitaacontecena corque nascee reverdecena floraté ao limitede olhá-lacomo elaé____O que é que ciciao mistério (a essência)desta atmosferade sol do meio diacuja transparênciaparece que gerao que a terra cria____Todos os mitosimortaiscabemsubitamentenos alicercesoriginaisda semente____A pétala sabeo destino ocultode todas as coisasonde o sol começa____Criar primeiro o ovopara a raizdo pássaro que voaaquém da cascaMudar depois as asasda naturezasem deixar de ser avee ser florgerar o movimentoassim eternoda origem de sero que já é____O orvalhorespiraa solidãoda noitena bocada manhã____Um soprode luzabreno espaçouma fendaclarapara o diaque nasce,3964
José Eduardo Mendes Camargo,O Vento,"Passageiro livre e intrépido da natureza
Veículo do perfume das flores
Música e ritmo das palmeiras
Escultor mutante das nuvens
Semeador sábio da terra
Alma crepitante do fogo
Amante carinhoso das águas
és, a um tempo, a ira do demônio
e, de outro, sopro divino dos deuses.

",8862
José Maria Nascimento,Tempos de Zona,"A gilete se aprofunda sobre um amontoado de sífilis
as coxas um mapa de tantas cicatrizes.
Em cada mesa uma constante mudança
nunca ou quase nunca renovada
que é infeliz a nostálgica canção
brotando do disco como brota um fruto.

A toalha que envolve o corpo
é a miragem de tantas taras
é a fumaça perdida no trago
é a faca jogada no bueiro
é o anel cravado nos dentes
é o ouro entranhado no ventre
é o líquido da virgindade vendida.

Por dentro de uma garrafa
toda uma vida aqui se torna calma.
No espaço do gole
para o soluço inauguramos
os encontros passados com os amigos mais tristes
bailando nesta rua 28
vinte e oito vezes apaixonados.

",2029
Jorge Carvalho,O Fogo,"ascendem chamas... bailam labaredas!
Fato volúbil, estigma de glória!
Entre caminhos... trêmulas veredas!
Castiçais: candelabro destória.

Aflora centelha... lúcia chama!
Cíntilo brilho... ígneo fulgor!
Cálida se eleva... etérea flama!
Aquece, irradia ardente calor.

Enigmas!  Fascinantes misticismos!
Aonde o segredo de tuas cinzas?
Só no espectro volátil que eterizas?

Sofismas!  E múltiplos simbolismos!
Onde o mistério de tuas asas?
Sob as tépidas escarlates brasas?

",1136
Éric Ponty,Narcissus,"O que somos afinal sobre o sol que a pino,
encerra o silêncio de nossas esperanças,
que encantados com o brilho lunar nos refaz.

O que somos afinal  sobre a lua que cheia,
floresce nossos ensejos, e frutifica nossos mitos,
que desiludidos com o solar ofuscamento nos reluz.

Lúgrebe como é lúgrebe o canto que nasce
que jorra límpida  nas outras fontes d’água,
silêncios que encerram nossa imagem
de um refletido mito surdo.

Irrigada voz que descanta o pássaro,
que com asas de brancas nuvens
se interroga sobre a matéria tempo,
fúnebre como o paladar do sino a obrar.

Olhos de prata, murmúrios de ouro,
interrogações que se abrumaram,
rudes questionamentos que não se esvam,.
acumulados e dissimulados
na consciência incerta.

Sol e Lua dentro da noite adentro do dia,
dúbia conversa entre astros que não ponderam
se circunferenciam numa rota imutável,
rotineira como o tempo irrefutável.

Despir, rubro significado altivo,
máscara que não tateia simulacro inteira,
Lívia pele, tenra mentira fluida n’água,
paixão que se encadeia, mas não queima,
límpido abismo simulado de realidade.

Entrecortadas vozes que se dissecam,
o vento, o que diz o vento ao vento
que ventila a própria sentença
de outros apagados tempos invernais?

Sim, a paixão é rubra lavra de vulcão,
espessa e fluida e sufocada nuvem,
que dilui a consciência e o logos.

Resistir na verde margem relva,
com o retrato entrecortado n’água,
tingido pelas toscas luzes do prisma,
para que o branco não seja preto,
para que o preto não seja branco,
simulada visão do natural tempo,
arquitetado.

O que somos, àquilo que nós fomos,
dentro de poucos instantes, iremos,
a questão inquestionável que aglutina,
súplice e suplicado que ateia,
ruge o instante dentro de um infinito.

Driblar uma consciência outra, gesto possível,
e a si mesmo, improvável ato que desfigura,
como a cera de uma face resplandecente,
que desfalece na contra luz do tempo.

Um eclipse é uma imagem de pena,
rápido encontro, infindável espera,
que se perde como amantes por acaso,
que desfalecem após o orgasmo.

Admira-se trágica cena de um enamorado,
que enluarado pela límpida água refletida,
soltos suspiros como se outra natureza,
sua máscara fosse esculpida e terminada.

Rogado por tal imagem quer ser altivo,
buscar dentro de si próprio outros gemidos,
que a faça entreter de seus alaridos,
dissimulado como está de si na margem.

Perdido, quer encontrar um pedido, só suspiro,
melodiar, uma canção suave, só grunhido,
entreter ao outro, e a si mesmo, só que entretido.

Desfazer-se de sua própria figura espectral,
sem tal companheira, voar altivo no azul céu,
pintando o que lhe resta da augusta miséria.

O suplicante exaurido de sua ébria consciência,
vê os reflexos na margem cobertos de rubro véu,
os raios de circunferência prata, ledo engano,
são frios como a noite invernal, que o vento retrata,
é tão só esta paixão que exaure e assusta
quem se observa refletido, a si mesmo perdido.

As brancas mãos, os braços abraçados que aguardam
a possibilidade de ali ainda haver um ninho doirado,
que agassa-lhe o pássaro de sua frígida tempestade,
antes que se finde numa escura nuvem do nada.

Altiva é sua boca, carnudos lábios marmóreos,
suspiros e gemidos é feito o martírio que dali, .
parte e retorna num outro segundo de infinita perda,
na paisagem onde um branco mancebo se retraí.

O corpo é branca estátua que não se move mais,
inerte como a mais dura esfinge indecifrável,
corrói o interior sobre o sol angustiante e a pino,
cabelos doirados que não mais doiram a enseada,
só a brisa lhe sussurra, o que antes lhe encantava,
triste é a sua matéria, ledo seu simulacro invólucro.

O que somos sobre uma margem de uma relva,
que nos desperta com a limpida água que flui,
é a ébria forma de uma bruma suplicada,
que se perfez, e se desfaz n’água de um lago.

",1018
