Author,Title,Content,Views
Natália Correia,Nictofagia,"Se eu pudesse beber-te, ó noite,
Até encontrar o teu gosto,
Ou mordendo a ponta do açoite
Da tua treva no meu rosto,

Achasse a planície de lume
De que és uma aresta de estrelas
E sonhando sem peso e volume
Fosse um sonho de chão a tece-las

E na praia de um trilo sem flauta,
Instrumento das harpas do fundo
Duma água escorrida da pauta
Da manhã mais antiga do mundo,

Me estendesses, ó noite florida
Das sementes que trazes no punho,
Uma adolescência impelida
Pelo arco das brisas de junho!

",64449
Gabriela Mistral,A casa,"A mesa, filho, está posta
em brancura quieta de nata,
e em quatro muros que mostram sua cor azul
dando brilhos, a cerâmica.
Este é o sal, este o azeite
e ao centro o Pão que quase fala.
Ouro mais lindo que ouro do Pão
não está nem em fruta nem em retama,
e do seu cheiro de espiga e forno
uma fortuna que nunca sacia.
O partimos, filhinho,  juntos,
com dedos duros e palma branda,
e tu o olhas assombrada
de terra preta que dá flor branca.

Abaixada a mão de comer,
que tua mãe também a abaixa.
Os trigos, filho, são do ar,
e são do sol e da enxada;
porém este Pão ""cara de Deus""*
não chega as mesas das casas;
e se outras crianças não o tem,
melhor, meu filho, não o tocares,
e não tomá-lo melhor seria
com mão e mão envergonhadas

*No Chile, o povo chama ao pão de ""cara de Deus""

",15455
Castro Alves,Frades,"Mel in ore, verba lactis,
Fel in corde, fraus in factis.

Mas a mão que assim tece o linho aos pés da Glória?
Como Hércules também esmaga a hidra...
E depois de aspergir o tumlo dos heróis
Pega de Juvenal na vergasta feroz
E os monges hodiernos açoita sem piedade
Como o Divino Mestre o fez na antiguidade!...

",304545
Ada Ciocci,Ode à palavra,"O tempo jamais conseguirá desfazer 
a essência de tua fortaleza, 
já que és do cosmo absoluto 

e 
da troca de idéias entre os homens, 
o fundamento. 
E, ainda que, 
bastando-se, 
e, 
infinitamente sendo tu, 
realidade, 
verdade, 
ciência, 
alma, 
corpo, 
dogma, 
mito, 
e, 
não tendo infinito, 
ocupas lugar primeiro, 
na VIDA 
",5639
Castro Alves,IMMENSIS ORBIBUS ANGUIS,"Sibila lambebant linguis vibrantibus ora.
Virgílio

Resvala em fogo o sol dos montes sobre a espalda,
E lustra o dorso nu da índia americana...
Na selva zumbe entanto o inseto de esmeralda,
E pousa o colibri nas flores da liana.

Ali — a luz cruel, a calmaria intensa!
Aqui — a sombra, a paz, os ventos, a cascata
E a pluma dos bambus a tremular imensa. . .
E o canto de aves mil... e a solidão... e a mata...

E à hora em que, fugindo aos raios da esplanada,
A Indígena, a gentil matrona do deserto
Amarra aos palmeiras a rede mosqueada,
Que, leve como um berço, embala o vento incerto...

Então ela abandona-lhe ao beijo apaixonado
A perna a mais formosa — o corpo o mais macio,
E, as pálpebras cerrando, ao filho bronzeado
Entrega um seio nu, moreno, luzidio.

Porém, dentre os espatos esguios do coqueiro,
Do verde gravatá nos cachos reluzentes,
Enrosca-se e desliza um corpo sorrateiro
E desce devagar pelos cipós pendentes.

E desce... e desce mais... à rede já se chega...
Da índia nos cabelos a longa cauda some...
Horror! aquele horror ao peito eis que se apega!
A baba — quer o leite! — A chaga — sente fome!

O veneno — quer mel!  A escama quer a pele!
Quer o almíscar — perfume! — O imundo quer — o belo!
A língua do reptil — lambendo o seio imbele!...
Uma cobra — por filho... Horrível pesadelo!...

II

Assim, minhalma, assim um dia adormeceste
Na floresta ideal da ardente mocidade...
Abria a fantasia — a pétala celeste...
Zumbia o sonho douro em doce obscuridade...

Assim, minhalma deste o seio (ó dor imensa!)
Onde a paixão corria indômita e fremente!
Assim bebeu-te a vida, a mocidade e a crença,
Não boca de mulher ... mas de fatal serpente! ...

",304543
Castro Alves,Deusa Incruenta,"À IMPRENSA

Ao Grêmio Literário`
ANTÍTESE A ""TERRIBILIS DEÁ""

QUANDO ELA se alteou das brumas da Alemanha,
Alva, grande, ideal, lavada em luz estranha,
Na destra suspendendo a estrela da manhã...
O espasmo de um fuzil correu nos horizontes...
Clareou-se o perfil dos alvacentos montes,
Dos cimos do Peru... às grimpas do Hindustã!!...

Tinha na mão brilhante a trompa bronzeada!
Vestia o longo véu da vestal inspirada!
Era Palas talvez! ... talvez um serafim!...

O albor de Beatriz no imaginar do Dante!. . .
O olhar da Pitonisa em trípode gigante!
Do mundo — Anjo da guarda! enorme querubim!...

Ergueu-se!  Olhou de roda os plainos do Universo...
No peito das Nações seu braço longo, imerso
Palpou-lhe o estrepitar do estoso coração!...
— Gênio e santa! — a mulher um grito ergueu profundo,
Abriu braços de mãe — pra acalentar o mundo,
Asas de Serafim — pra abrigar a amplidão.

Rugiram de terror ao ver-lhe o rir sublime...
O sátrapa, o chacal, a tirania, o crime...
O abutre, o antro, o mocho, o erro, a escravidão!
Disse a gruta pra o céu: ""Que deusa é esta ingente?""
O espaço respondeu: ""É a Diva do Ocidente!...
A consciência do mundo! o Eu da criação!""

E quando Ela surgiu, — os pólos se abraçaram!
O Zênite e o Nadir, — surpresos, se escutaram!
O Norte - ouviu, chorando, o soluçar — do Sul!
O abafado estertor do servo miserando,
Da deusa no clarim gigante reboando,
Clamou da terra — verde... ao firmamento — azul! ...

Uma noite... no chão da Grécia - peregrina,
A Deusa ajoelhou... da poeira divina
O fantasma de Homero então viram surgir!
""Ainda viajar"" diz o velho em assombro...
""Quem és?  ""Eu sou teu guia... Encosta-te ao meu ombro.""
— ""Então, levas-me longe?"" — ""Eu levo-te ao porvir!""

No forum colossal da sempiterna Roma
De Cícero a figura apaixonada assoma
E de novo retumba o verbo atroador...
Tem hoje por tribuna imensa — a eternidade,
Por Forum o universo! é plebe — a humanidade!
A seus pés as nações! os séculos — em redor!

Quando a Bastilha vil tremia desraigada
E da mole ao sopé soava a martelada,
A catapulta humana, a voz de Mirabeau!...
Quando aquele ideal Quasímodo do abismo
Se agitava a ulular dos Reis no cataclismo,
— Sineiro que rebate aos séculos tocou!...

Eriçado, feroz, suado, monstruoso,
Magnífico de horror, divino, proceloso...
A Deusa se atirou nos braços do Titão!!
Mas, sentindo que o Deus inteiriçado tomba...

Dos tronos coa madeira — arvora-lhe a hecatomba!
Coas púrpuras dos reis — acende-lhe um clarão!

Seguiu do Childe errante o iate aventureiro...
Beijou-lhe a palidez ao Lord-Forasteiro,
De Veneza, a lasciva — à lânguida Stambul!
E, quando o Lara-Inglês expira, o Pajem louro
É Ela!...  E fala... e aponta o firmamento de ouro,
Gulnar lembra a Conrado o seu país de azul!...

Quando a Polônia casta, essa Lucrécia nova,
Para fugir — a um leito, arroja-se a — uma cova...
E mata-se de nojo... aos beijos de um Czar...
Uma atriz funeral surge do negro palco,
Tira à chaga o punhal, descobre o catafalco...
E deixa sobre a Europa... o ferro gotejar!

— Amazona sombria — ela arrebata o Goethe
Na garupa a fumar do tártaro ginete,
Pela noite hibernal dos séculos ao sabá!...
Anjo, às vezes, no céu fatídico revca,
A buzinar de cobre os longos ares troa...
Ergue-se a meio o chão do escuro Josafá!

Salve, Deusa incruenta!  Imensa Divindade!
— Barqueira desse mar — chamado a Eternidade! —
Que às margens do Cocito embarcas os heróis...
Em prol da Humanidade a Deus levas o grito.
Tens os olhos — na terra a boca — no infinito!
A meia lua aos pés!  Na cabeleira — os sóis!!!

Quando Ela se alteou nas brumas da Alemanha,
Alva, grande, ideal, lavada em luz estranha,
Na destra suspendendo a estrela da manhã...
O espasmo de um fuzil correu nos horizontes ...
Clareou-se o perfil dos alvacentos montes
Dos cimos do Peru às grimpas do Hindostã!!...
..................................................

",304544
Cruz e Sousa,QUANDO SERÁ?!,"Últimos Sonetos

    Quando será que tantas almas duras
    em tudo, já libertas, já lavadas
    nas águas imortais, iluminadas
    do sol do Amor, hão de ficar bem puras?

    Quando será que as límpidas frescuras
    dos claros raios de ondas estreladas
    dos céus do Bem, hão de deixar clareadas
    almas vis, almas vãs, almas escuras?

    Quando será que toda a vasta Esfera,
    toda esta constelada e azul Quimera,
    todo este firmamento estranho e mudo,

    tudo que nos abraças e nos esmaga,
    quando será que uma resposta vaga,
    mas tremenda, hão de dar de tudo, tudo?!

",115592
Álvares de Azevedo,Cantiga,"I

Em um castelo doirado
Dorme encantada donzela;
Nasceu — e vive dormindo
— Dorme tudo junto dela.

Adormeceu-a sonhando
Um feiticeiro condão,
E dormem no seio dela
As rosas do coração.

Dorme a lâmpada argentina
Defronte do leito seu:
Noite a noite a lua triste
Dorme pálida no céu.

Voam os sonhos errantes
Do leito sob o dossel,
E suspiram no alaúde
As notas do menestrel.

E no castelo, sozinha,
Dorme encantada donzela:
Nasceu — e vive dormindo
— Dorme tudo junto dela.

Dormem cheirosas abrindo
As roseiras em botão,
E dormem no seio dela
As rosas do coração!

II

A donzela adormecida
É a tua alma santinha,
Que não sonha nas saudades
E nos amores da minha

— Nos meus amores que velam
Debaixo do teu dossel,
E suspiram no alaúde
As notas do menestrel!

Acorda, minha donzela!
Foi-se a lua — eis a manhã
E nos céus da primavera
A aurora é tua irmã!

Abriram no vale as flores
Sorrindo na fresquidão:
Entre as rosas da campina
Abram-se as do coração.

Acorda, minha dozela,
Soltemos da infância o véu...
Se nós morremos, num beijo,
Acordaremos no céu!


Publicado no livro Poesias de Manuel Antônio Álvares de Azevedo (1853). Poema integrante da série Primeira Parte.

In: GRANDES poetas românticos do Brasil. Pref. e notas biogr. Antônio Soares Amora. Introd. Frederico José da Silva Ramos. São Paulo: LEP, 1959. v.",150876
Stela do Patrocínio,Eu era gases puro,"eu era gases puro, ar, espaço vazio, tempoeu era ar, espaço vazio, tempoe gazes puro, assim, ó, espaço vazio, óeu não tinha formaçãonão tinha formaturanão tinha onde fazer cabeçafazer braço, fazer corpofazer orelha, fazer narizfazer céu da boca, fazer falatóriofazer músculo, fazer denteeu não tinha onde fazer nada dessas coisasfazer cabeça, pensar em alguma coisaser útil, inteligente, ser raciocínionão tinha onde tirar nada dissoeu era espaço vazio puro",5168
Orides Fontela,Poemetos,"a) manhã
Ninguém ainda. As rosas me saúdam
e eu saúdo o silêncio
das rosas.

b) ausência
Aqui ninguém
e nuvens.

c) ave
Asas suspensas em
instanteluz.

d) lua
Integralidade.
Fixidez.

e) Narciso
A flor a água a face
a flor a água
a flor.

f) primavera
Da não-espera
acontecem as
flores.

g) lago
Tensão
fria
da água: paz - em - ser.

h) espera
As janelas abertas.
A porta apenas encostada...

i) vaso
mas incomunicante.

j) fim
A ausência das rosas. O caminho
Já sem ninguém, para o silêncio.


Publicado no livro Helianto (1973).

In: FONTELA, Orides. Trevo, 1969/1988. Il. Mira Schendel. São Paulo: Duas Cidades, 1988. (Claro enigma",11406
Ribeiro Couto,No Jardim em Penumbra,"Na penumbra em que jaz o jardim silencioso
A tarde triste vai morrendo... desfalece...
Sobre a pedra de um banco um vulto doloroso
Vem sentar-se, isolado, e como que se esquece.

Deve ser um secreto, um delicado gozo
Permanecer assim, na hora em que a noite desce,
Anônimo, na paz do jardim silencioso,
Numa imobilidade extática de prece.

Em lugar tão propício à doçura das almas
Ele vem meditar muitas vezes, sozinho,
No mesmo banco, sob a carícia das palmas.

E uma só vez o vi chorar, um choro brando...
Fiquei a ouvir... Caíra a noite, de mansinho...
Uma voz de menina ao longe ia cantando.

",12580
Vitorino Nemésio,Requiescat,"Direi, pela noite, não ódio que tivesse
Nem detestar vida corpórea e ninhos de manha,
Mas meu alto cansaço, a tristeza de lá
Onde se sente o aqui traído, a falsa entranha.

Direi --- não ""fora!"" ao mundo que me cinge
(Outro onde o sei e como chegaria?),
Mas dos anos de ver, pensar durando
Retiro uma moeda de nada,
Fruto do meu suor, e pago o pão que se me deve,
Compro o silêncio que se me deve
Por ter cumprido a palavra,
Trabalhado nas palavras,
E por elas merecido a terra leve.

15 de junho de 1971

(In: Obras completas. Vol. II.
Poesia. Lisboa, Imprensa Nacio
nal/Casa da Moeda, 1989, p. 634)

",24276
Afonso Celso de Assis Figueiredo Júnior,Rosa,"Rosa colhia sozinha
Lindas rosas no jardim
E nas faces também tinha
Duas rosas de carmim.

Cheguei-me e disse-lhe: Rosa
Qual dessas rosas me dás?
As da face primorosa
Ou essas que unindo estás?...

Ela fitou-me sorrindo,
Ainda mais enrubesceu;
Depois, ligeira fugindo,
De longe me respondeu:

""Não dou-te as rosas das faces
Nem as que tenho na mão:
Daria, se me estimasses,
As rosas do coração.""

",1896
Vespasiano Ramos,Samaritana,"Piedosa gentil Samaritana:
Venho, de longe, trêmulo, bater
À vossa humilde e plácida cabana,
Pedindo alívio para o meu viver!

Sou perseguido pela sede insana
Do amor que anima e que nos faz sofrer:
Tenho sede demais, Samaritana
Tenho sede demais: quero beber!

Fugis, então, ao mísero que implora
o saciar da sede que o consome,
o saciar da sede que o devora?

Pecais, assim, Samaritana!  Vede:
— Filhos, dai de comer a quem tem fome,
Filhos, dai de beber a quem tem sede.

",3603
António Lobo de Carvalho,Soneto IV,"Sendo o autor admitido à presença de uma senhora com quem se propunha a grandes empresas, teve afinal de retirar-se in albis, como se vê do seguinte

Este que vês aqui, formosa dama,
Entre moles testículos pendente,
Já foi em outro tempo raio ardente,
Hoje é pavio que não solta chama:

Este que vês aqui, já foi o Gama
Dos mares onde navega tanta gente;
Hoje é carcaça velha, que somente
Dos estragos que fez conserve a fama:

Este que vês aqui, foi do trabalho
O maior sofredor (quem tal dissera!)
Hoje de amor é lânguido espantalho:

Este que aqui vês, na ardente esfera,
Já foi flor, já foi luz, já foi caralho;
Mas hoje não é já quem dantes era.

",8275
Bocage,"Vós, Crédulos Mortais, Alucinados","Vós, crédulos mortais, alucinados 
de sonhos, de quimeras, de aparências 
colheis por uso erradas consequências 
dos acontecimentos desastrados. 

Se à perdição correis precipitados 
por cegas, por fogosas, impaciências, 
indo a cair, gritais que são violências 
de inexoráveis céus, de negros fados. 

Se um celeste poder tirano e duro 
às vezes extorquisse as liberdades, 
que prestava, ó Razão, teu lume puro? 

Não forçam corações as divindades, 
fado amigo não há nem fado escuro: 
fados são as paixões, são as vontades.",84056
António Maria Lisboa,Conjugação,"A construção dos poemas é uma vela aberta ao meio e coberta de bolor
é a suspensão momentânea dum arrepio num dente fino
Como Uma Agulha

A construção dos poemas

A CONS
TRU
ÇÃO DOS
POEMAS

é como matar muitas pulgas com unhas de oiro azul
é como amar formigas brancas obsessivamente junto ao peito
olhar uma paisagem em frente e ver um abismo
ver o abismo e sentir uma pedrada nas costas
sentir a pedrada e imaginar-se sem pensar de repente

NUM TÚMULO EXAUSTIVO.
",8091
Gilberto Mendonça Teles,Meus Outros Anos,"A Maximiano de Carvalho e Silva

Eu me lembro, eu me lembro, Casimiro,
no meu São João, no meu Goiás, na aurora
da minha vida, eu li o teu suspiro,
li teus versos de amor que leio agora.

E que meu filho lê, e todo mundo
sabe de cor, de coração, de ouvido,
desde que sinta o apelo mais profundo
de tudo que tem força e tem sentido.

Contigo comecei a ver e vi
as coisas mais comuns — o natural:
o rio, a bananeira, a juriti
e a tarde que cismava no quintal.

Contigo descobri a travessia
do tempo na manhã, no amor, no medo,
nos olhares da prima que sabia
a dimensão maior do meu brinquedo.

E até este confuso sentimento,
esta idéia de pátria, que persiste,
veio de teus poemas, no momento
em que tudo era belo e apenas triste

era pensar no exílio e ver no termo
um motivo de doença e de pecado;
triste era imaginar o poeta enfermo,
tossindo os seus silêncios no passado.

Eu me lembro, eu me lembro! e quis de perto
ver o teu rio, teu São João, teu lar;
ler a poesia desse céu aberto
que continuas a escrever no mar.


In: TELES, Gilberto Mendonça. Saciologia goiana. 3. ed. Goiânia: Cerne, 1986. p. 78. Poema integrante da série Sombras da Terra.

NOTA: Referência aos poemas ""Amor e Medo"", ""Juriti"", ""Meus Oito Anos"", ""No Lar"" e ""Suspiros"", do livro AS PRIMAVERAS (1859), de Casimiro de Abre",19631
Stella Leonardos,Amanhecência,"ALGO PEÇO? ou me pertence?
Contudo a tudo pertenço
— às águas, árvores, astros
e acima de tudo às asas

das cantigas que amanheçam.
Vai, meu coração de pássaro,
sofrendo por lá num ""tremolo"".
Talvez tuas penas caiam

nas cordas manhãs de essência
e acordem pássaros trêmulos
no coração de outras penas.

Quem sabe se alando acordes
e cantos amanhecência
de pássaros cantos novos?


Poema integrante da série Reamanhecer.

In: LEONARDOS, Stella. Amanhecência. Introd. Gilberto Mendonça Teles. Rio de Janeiro: J. Aguilar; Brasília: INL, 1974. (Biblioteca manancial, 9)",7435
Bocage,"O céu, de opacas sombras abafado","O céu, de opacas sombras abafado,
Tornando mais medonha a noite fea,
Mugindo sobre as rochas, que saltea,
O mar, em crespos montes levantado;

Desfeito em furacões o vento irado;
Pelos ares zunindo a solta area;
O pássaro nocturno, que vozea
No agoireiro cipreste além pousado;

Formam quadro terrível, mas aceito,
Mas grato aos olhos meus, grato à fereza
Do ciúme e saudade, a que ando afeito.

Quer no horror igualar-me a Natureza;
Porém cansa-se em vão, que no meu peito
Há mais escuridade, há mais tristeza.

",84057
Hélio Pellegrino,Plenitude,"A pedra, o vento, a luz alteada,
o salso mar eterno, o grito
do mergulhão, sob o infinito
azul:

— Deus não me deve nada.

",7059
Lêdo Ivo,Soneto à Pátria,"Sonnet aan mijn land

Nesta noite em Toronto junto ao lago gelado
que o grasnido dos gansos não ousa estremecer
minha pátria ofendida surge na escuridão
e vem ao meu encontro com o seu sol e andrajos.

Ao seu redor estão os goiamuns que moram
no chão mudo dos mangues, o sinal semafórico
que ao lado da guardamoria freme na maresia
e os mendigos que esperam a morte sob os viadutos.

Caminhando na neve nesta noite estrangeira,
entre as sílabas negras dos frígidos pinheiros,
murmuro no vento o teu nome desmatelado.

ó pátria desamada, ó rameira insultada,
quanto mais longe estás, teu espinho distante
mais dói na minha mão inútil e gelada.

Op deze avond in Toronto dicht bij het bevroren meer
dat het gegak der ganzen niet durft te doen beven
verschijnt mij uit het duister mijn verwonde land
en het komt tot mij met zijn zon en met zijn lompen.

Rondom bevinden zich de strandkrabben die wonen
in de stille grond der slikken, het verkeerslicht
dat ter zijde van het tolhuis flikkert in de zeelucht
en de bedelaars die onder bruggen wachten op de dood.

Wandelend door de sneeuw in deze buitenlandse nacht,
tussen de zwarte lettergrepen van de kille sparren,
fluister ik in de wind je verfomfaaide naam.

O gekleineerde hoer, mijn onbeminde land,
hoe verder weg je bent, hoe meer je verre stekel
schrijnt in mijn onnutte en verkilde hand.

",24600
Joaquim Pessoa,De onde chegam estas palavras?,"De onde me chegam estas palavras?

Nunca houve palavras para gritar a tua ausência

Apenas o coração
Pulsando a solidão antes de ti
Quando o teu rosto dóia no meu rosto
E eu descobri as minhas mãos sem as tuas
E os teus olhos não eram mais
que um lugar escondido onde a primavera
refaz o seu vestido de corolas.

E não havia um nome para a tua ausência.

Mas tu vieste.

Do coração da noite?
Dos braços da manhã?
Dos bosques do Outono?

Tu vieste.
E acordas todas as horas.
Preenches todos os minutos.
acendes todas as fogueiras
escreves todas as palavras.

Um canto de alegria desprende-se dos meus dedos
quando toco o teu corpo e habito em ti
e a noite não existe
porque as nossas bocas acendem na madrugada
uma aurora de beijos.

Oh, meu amor,
doem-me os braços de te abraçar,
trago as mãos acesas,
a boca desfeita
e a solidão acorda em mim um grito de silêncio quando
o medo de perder-te é um corcel que pisa os meus cabelos
e se perde depois numa estrada deserta
por onde caminhas nua.",11506
Paulo Bomfim,XXVI [As flores falam perfumes,"As flores falam perfumes
E pensam cor...


Poema integrante da série Prelúdios de Inverno.

In: BOMFIM, Paulo. Sinfonia branca. São Paulo: Martins, 1955",17755
Florbela Espanca,Os Teus Olhos,"O céu azul, não era
Dessa cor, antigamente;
Era branco como um lírio,
Ou como estrela cadente.

Um dia, fez Deus uns olhos
Tão azuis como esses teus,
Que olharam admirados
A taça branca dos céus.

Quando sentiu esse olhar:
«Que doçura, que primor!»
Disse o céu, e ciumento,
Tornou-se da mesma cor!

",628360
Zuca Sardan,Naufrágio,"Quem pratica a virtude
só pra ganhar boa média
está mesmo muito perto
do vício.
Mais prático, no caso,
logo começar pelo vício...

Não há força sem habilidade.
Mas, pra que força?
Habilidade, só, resolve...

Responde-me, oh Infortúnio,
grão parteiro do Gênio:
""É menina ou menino?""

Oh almas fortes
domadoras da voluptuosidade,
Pilotos hábeis e serenos
evitando os rochedos:
""HOMEM AO MAR!!""


In: SARDAN, Zuca. Ás de colete. Pref. Alcides Villaça. Il. do autor. 2.ed.ampinas: Ed. da Unicamp, 1994. p.19. (Matéria de poesia",8235
Álvares de Azevedo,ESPERANÇAS,"Lira dos Vinte Anos
    Primeira Parte

    Oh! si elle m'eût aimé...
    ALFRED DE VIGNY, Chatterton

    Se a ilusão de minh'alma foi mentida
    E, leviana, da árvore da vida,
    As flores desbotei...
    Se por sonhos do amor de uma donzela
    Imolei meu porvir e o ser por ela
    Em prantos esgotei...

    Se a alma consumi na dor que mata
    E banhei de uma lágrima insensata
    A última esperança,
    Oh! não me odeies, não! eu te amo ainda,
    Como dos mares pela noite infinda
    A estrela da bonança!

    Como nas folhas do Missal do templo
    Os mistérios de Deus em ti contemplo
    E na tu'alma os sinto!
    Às vezes, delirante, se eu maldigo
    As esperanças que sonhei contigo,
    Perdoa-me, que minto!

    Oh! não me odeies, não! eu te amo ainda,
    Como do peito a aspiração infinda
    Que me influi o viver...
    E como a nuvem de azulado incenso...
    Como eu amo esse afeto único, imenso
    Que me fará morrer!

    Rompeste a alva túnica luzente
    Que eu doirava por ti de amor demente
    E aromei de abusões...
    Deste-me em troco lágrimas aspérrimas...
    Ah! que morreram a sangrar misérrimas
    As minhas ilusões!

    Nos encantos das fadas da ventura
    Podes dormir ao sol da formosura
    Sempre bela e feliz!
    Irmã dos anjos, sonharei contigo:
    A alma a quem negaste o último abrigo
    Chora... não te maldiz!

    Chora e sonha e espera: a negra sina
    Talvez no céu se apague em purpurina
    Alvorada de amor...
    E eu acorde no céu num teu abraço
    E repouse tremendo em teu regaço
    Teu pobre sonhador!

",150877
Papiniano Carlos,"Bom Dia, Afonso Duarte","Nas ruas exaustas de morte e silêncio,
entre rios mortos e áspera solidão,
passeio contigo, Afonso Duarte.

Sob teu rosto grave, teus nevados cabelos,
seara cansada de tantas espigas,
couves e rosas, Afonso Duarte.

Um galo canta longínquo, ou é tua voz
a seiva do chão, oculta e milenária,
a cantar ainda, Afonso Duarte?

Em teu jardim de angústia (ao longe o mar) colho
no ramo quebrado nossa ave imperecível
e a dor da Pátria, Afonso Duarte.

E vendo-te, raiz e flor, a meio do teu povo,
(eu mesmo cavo e sou quem poda a vida)
só te digo: Bom-dia, Afonso Duarte.

",9860
Caio Valério Catulo,"Gozemos a vida, Lésbia","V

Gozemos a vida, Lésbia, fazendo amor,
desprezando o falatório dos velhos puritanos.
A luz do sol pode morrer e renascer
mas a nós, quando de vez se nos apaga a breve luz da vida,
resta-nos dormir toda uma noite sem fim.
Beija-me mil vezes, mais cem;
outras mil, outras cem.
Depois, quando tivermos ajuntado muitos milhares,
vamos baralhá-los, perdendo-lhes a conta,
para que nenhum invejoso, incapaz de contar beijos tantos,
possa mau-olhado nos lançar.

",10915
Natália Correia,Poema II,"De amor nada mais resta que um Outubro
e quanto mais amada mais desisto:
quanto mais tu me despes mais me cubro
e quanto mais me escondo mais me avisto.

E sei que mais te enleio e te deslumbro
porque se mais me ofusco mais existo.
Por dentro me ilumino, sol oculto,
por fora te ajoelho, corpo místico.

Não me acordes. Estou morta na quermesse
dos teus beijos. Etérea, a minha espécie
nem teus zelos amantes a demovem.

Mas quanto mais em nuvem me desfaço
mais de terra e de fogo é o abraço
com que na carne queres reter-me jovem.",64450
Fernando Pessoa,"Os deuses desterrados, [1]","Os deuses desterrados,
Os irmãos de Saturno,
Às vezes, no crepúsculo
Vêm espreitar a vida.

Vêm então ter connosco
Remorsos e saudades
E sentimentos falsos.
É a Presença deles,
Deuses que o destroná-los
Tornou espirituais,
De matéria vencida,
Longínqua e inactiva.

Vêm, inúteis forças,
Solicitar em nós
As dores e os cansaços,
Que nos tiram da mão,
Como a um bêbedo mole,
A taça da alegria.

Vêm fazer-nos crer,
Despeitadas ruínas
De primitivas forças,
Que o mundo é mais extenso
Que o que se vê e palpa,
Para que ofendamos
A Júpiter e a Apolo.

Assim até à beira
Terrena do horizonte
Hipérion no crepúsculo
Vem chorar pelo carro
Que Apolo lhe roubou.

E o poente tem cores
Da dor dum deus longínquo
E ouve-se soluçar
Para além das esferas...
Assim choram os deuses.


12/06/1914",1981529
Chico Buarque,O que será (à flor da pele),"O que será que me dá
Que me bole por dentro, será que me dá
Que brota à flor da pele, será que me dá
E que me sobe às faces e me faz corar
E que me salta aos olhos a me atraiçoar
E que me aperta o peito e me faz confessar
O que não tem mais jeito de dissimular
E que nem é direito ninguém recusar
E que me faz mendigo, me faz suplicar
O que não tem medida, nem nunca terá
O que não tem remédio, nem nunca terá
O que não tem receita

O que será que será
Que dá dentro da gente e que não devia
Que desacata a gente, que é revelia
Que é feito uma aguardente que não sacia
Que é feito estar doente de uma folia
Que nem dez mandamentos vão conciliar
Nem todos os ungüentos vão aliviar
Nem todos os quebrantos, toda alquimia
Que nem todos os santos, será que será
O que não tem descanso, nem nunca terá
O que não tem cansaço, nem nunca terá
O que não tem limite

O que será que me dá
Que me queima por dentro, será que me dá
Que me perturba o sono, será que me dá
Que todos os tremores me vêm agitar
Que todos os ardores me vêm atiçar
Que todos os suores me vêm encharcar
Que todos os meus nervos estão a rogar
Que todos os meus órgãos estão a clamar
E uma aflição medonha me faz implorar
O que não tem vergonha, nem nunca terá
O que não tem governo, nem nunca terá
O que não tem juízo

",24049
Cruz e Sousa,A PERFEIÇÃO,"Últimos Sonetos

    A perfeição é a celeste ciência
    da cristalização de almos encantos,
    de abandonar os mórbidos quebrantos
    e viver de uma oculta florescência.

    Noss'alma fica da clarividência
    dos astros e dos anjos e dos santos,
    fica lavada na lustral dos prantos,
    é dos prantos divina e pura essência.

    Noss'alma fica como o ser que às lutas
    as mãos conserva limpas, impolutas,
    sem as manchas do sangue mau da guerra.

    A Perfeição é a alma estar sonhando
    em soluços, soluços, soluçando
    as agonias que encontrou na Terra!

",115593
Régis Bonvicino,Num Zoológico de Letras,"ummmmmmmmmmmma centopéia
árápóngá
borbolllleta
raTTo
aa aa aa aa aa belhas
eLEFANTe
micõ-leãõ
Girafas
buRRo
Yena
flámíngó
pbombpa espelho
lobo-coke
môscâ
eMa
lontra
raPOSa utópica
sabiá-exílio
g""t""s
co++lho
Lêãô
m:rc:g:
p'p'f'rm'g's
v,c,
rato anapéstico
m*ripos*
VntV
z=br=
c)ng(r(
homens-em-extinção
;A;U
j]g]]t]r]c]
f.o.r.m.i.g.a.
e uma ]nç] p]nt]d]


In: BONVICINO, Régis. Num zoológico de letras. Il. Guto Lacaz. São Paulo: Maltec, 1994.

NOTA: Referência à ""Canção do Exílio"", do livro PRIMEIROS CANTOS (1846), de Gonçalves Dias. Publicado na Folhinha de S. Paulo (30 ago. 1987) e no livro 33 POEMAS (1990",14620
